ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,POLICE DISTRICT,WARD PRECINCT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
2004331-20180516,"2,584,241",147,59,WALGREEN CO.,Walgreens #5926,4385 S ARCHER AVE 1ST,CHICAGO,IL,60632,14,20,8,14-20,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2004331,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,39,41.81369495,-87.70465802,"(41.81369495092067, -87.70465801543592)"
2146769-20180516,"2,584,343",147,119,WALGREEN CO.,WALGREENS #13106,11801 S AVENUE O  1ST,CHICAGO,IL,60617,10,46,4,Oct-46,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2146769,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,,41.68085614,-87.5399566,"(41.68085613627734, -87.53995659734622)"
2004028-20180516,"2,584,295",147,91,WALGREEN CO.,WALGREENS # 09000,2001 N MILWAUKEE AVE,CHICAGO,IL,60647,1,20,14,20-Jan,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2004028,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,33,41.91766694,-87.68853418,"(41.917666944262606, -87.68853418258027)"
2004384-20180516,"2,584,217",147,42,WALGREEN CO.,WALGREENS #178,740 W DIVERSEY PKWY 1,CHICAGO,IL,60614,44,45,19,44-45,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2004384,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,8,41.93284756,-87.64817036,"(41.932847560808135, -87.64817035628306)"
2003498-20180516,"2,584,544",7551,22,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS #1496,6310 N NAGLE AVE 1ST,CHICAGO,IL,60646,41,23,16,41-23,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2003498,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,,41.99592392,-87.78763799,"(41.99592392276426, -87.78763799175523)"
2004369-20180516,"2,584,299",147,93,WALGREEN CO.,WALGREENS # 09357,833 W 115TH ST 1,CHICAGO,IL,60643,34,59,5,34-59,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2004369,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,,41.68495486,-87.64347113,"(41.68495485680182, -87.64347112488747)"
2308023-20180516,"2,584,665",7551,90,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS #15921,410 N MICHIGAN AVE 1,CHICAGO,IL,60611,42,48,18,42-48,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2308023,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,,41.88987479,-87.62425976,"(41.8898747912625, -87.62425976144404)"
2133995-20180516,"2,584,347",147,120,WALGREEN CO.,WALGREENS #15004,953 W IRVING PARK RD,CHICAGO,IL,60613,46,5,19,46-5,1474,Package Goods,774,Retail Sales of Packaged Liquor,2133995,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,17,41.95438385,-87.65419529,"(41.95438384818572, -87.65419529417021)"
2004347-20180516,"2,584,205",147,24,WALGREEN CO.,WALGREENS #226,4005 W 26TH ST 1ST,CHICAGO,IL,60623,22,17,10,22-17,1474,Package Goods,774,Retail Sales of Packaged Liquor,2004347,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,25,41.84414469,-87.72477825,"(41.84414468925039, -87.7247782529381)"
2003523-20180516,"2,584,626",7551,68,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS #04937,5753 N CANFIELD AVE 1ST,CHICAGO,IL,60631,41,41,16,41-41,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2003523,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,,41.98466614,-87.82315865,"(41.984666143815446, -87.82315864715578)"
2004293-20180516,"2,584,225",147,49,WALGREEN CO.,WALGREENS #03539,11 E 75TH ST  1,CHICAGO,IL,60619,6,16,6,16-Jun,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2004293,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,,41.7580961,-87.62420813,"(41.75809610250857, -87.62420813307011)"
2003055-20180516,"2,584,214",147,38,WALGREEN CO.,WALGREENS #211,757 N MICHIGAN AVE 1ST,CHICAGO,IL,60611,2,38,18,Feb-38,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2003055,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,,41.89641068,-87.6241333,"(41.89641067564177, -87.62413329655163)"
2004321-20180516,"2,584,191",147,14,WALGREEN CO.,WALGREENS #215,3045 W 26TH ST 1ST,CHICAGO,IL,60623,12,6,10,6-Dec,1474,Package Goods,774,Retail Sales of Packaged Liquor,2004321,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,25,41.84446925,-87.70193021,"(41.84446925287102, -87.7019302144728)"
2003065-20180516,"2,584,288",147,87,WALGREEN CO.,WALGREENS # 09001,191 N CLARK ST,CHICAGO,IL,60601,42,9,1,42-9,1474,Package Goods,774,Retail Sales of Packaged Liquor,2003065,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,,41.88549078,-87.63082227,"(41.88549078428762, -87.63082227177384)"
2327153-20180516,"2,584,369",147,137,WALGREEN CO.,WALGREENS #15992,2500 N CLARK ST 1ST,CHICAGO,IL,60614,43,34,19,43-34,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2327153,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,23,41.9278051,-87.64196306,"(41.92780510209334, -87.64196306007628)"
2003536-20180516,"2,584,548",7551,23,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS #1308,7410 N CLARK ST 1ST,CHICAGO,IL,60626,49,5,24,49-5,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2003536,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,24,42.01632849,-87.67539827,"(42.01632849150253, -87.67539826884645)"
2137080-20180516,"2,584,293",147,90,WALGREEN CO.,WALGREENS # 06980,3019 W PETERSON AVE 1,CHICAGO,IL,60659,40,29,20,40-29,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2137080,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,,41.99029969,-87.70513321,"(41.99029968869171, -87.70513321389151)"
2003489-20180516,"2,584,536",7551,11,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS #1310,3110 W ARMITAGE AVE,CHICAGO,IL,60647,32,16,14,32-16,1474,Package Goods,774,Retail Sales of Packaged Liquor,2003489,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,,41.91751848,-87.70576778,"(41.917518483081466, -87.70576777646008)"
2293434-20180516,"2,587,619",385912,1,KINZIE STREET RESTAURANT LLC,RPM STEAK,66 W KINZIE ST 1ST & MEZZANINE,CHICAGO,IL,60654,42,55,18,42-55,1481,Caterer's Liquor License,630,Catering of Liquor To Events,2293434,RENEW,,3/15/18,4/24/18,N,5/16/18,5/15/20,4/24/18,4/24/18,AAI,,,41.88932859,-87.63054785,"(41.889328593566596, -87.63054785095315)"
2234165-20180516,"2,584,361",147,127,WALGREEN CO.,WALGREENS #15281,2817 N CLARK ST 1-2,CHICAGO,IL,60657,44,45,19,44-45,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2234165,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,8,41.93332234,-87.64513436,"(41.93332233478219, -87.645134355901)"
2252828-20180516,"2,584,660",7551,89,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS #11492,5408-5414 S ARCHER AVE,CHICAGO,IL,60638,14,33,8,14-33,1474,Package Goods,774,Retail Sales of Packaged Liquor,2252828,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,,41.7987038,-87.74335394,"(41.798703799237, -87.74335393697139)"
2004330-20180516,"2,584,257",147,68,WALGREEN CO.,Walgreens # 05867,3943 W 47TH ST 1ST,CHICAGO,IL,60632,14,27,8,14-27,1474,Package Goods,774,Retail Sales of Packaged Liquor,2004330,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,39,41.80777906,-87.72284695,"(41.80777906430707, -87.7228469466131)"
2560192-20180424,"2,560,192",421868,1,DOLLOP ROOSEVELT LLC,DOLLOP COFFEE CO.,801 S FINANCIAL PL 1 F,CHICAGO,IL,60605,25,1,1,25-1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2560192,ISSUE,9/27/17,10/6/17,10/3/17,Y,4/24/18,5/15/20,4/24/18,4/24/18,AAI,,,41.8721023,-87.63279713,"(41.87210229663722, -87.6327971339645)"
2004163-20180516,"2,584,322",147,105,WALGREEN CO.,WALGREENS #10558,250 S WACKER DR 1,CHICAGO,IL,60606,42,12,1,42-12,1474,Package Goods,774,Retail Sales of Packaged Liquor,2004163,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,,41.87813818,-87.637065,"(41.87813818115573, -87.63706499520218)"
2004367-20180516,"2,584,235",147,55,WALGREEN CO.,WALGREEN CO. #1173,1520 W FULLERTON AVE 1ST,CHICAGO,IL,60614,32,13,19,32-13,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2004367,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,,41.92528231,-87.66661708,"(41.925282314355314, -87.66661707753525)"
2003464-20180516,"2,584,555",7551,38,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS #2711,7150 W ARCHER AVE,CHICAGO,IL,60638,23,52,8,23-52,1474,Package Goods,774,Retail Sales of Packaged Liquor,2003464,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,,41.79205648,-87.80105899,"(41.792056479464385, -87.80105899332642)"
2004382-20180516,"2,584,187",147,10,WALGREEN CO.,WALGREENS #249,1601 N WELLS ST 1ST,CHICAGO,IL,60614,2,4,18,4-Feb,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2004382,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,48,41.91120047,-87.63456506,"(41.91120047035477, -87.63456506146726)"
2368664-20180516,"2,587,992",395021,1,"3471 N. ELSTON, INC.",CHIEF O'NEILL'S PUB AND RESTAURANT,3471-3479 N ELSTON AVE,CHICAGO,IL,60618,33,12,17,33-12,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2368664,RENEW,,3/15/18,3/21/18,N,5/16/18,5/15/19,4/23/18,4/24/18,AAI,,,41.94431195,-87.70525482,"(41.944311953934424, -87.7052548221551)"
2027065-20180516,"2,584,317",147,102,WALGREEN CO.,WALGREENS #10350,7109 S JEFFERY BLVD,CHICAGO,IL,60649,5,54,3,May-54,1474,Package Goods,774,Retail Sales of Packaged Liquor,2027065,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,42,41.76581642,-87.57614548,"(41.76581641580279, -87.57614547516636)"
2004393-20180516,"2,584,194",147,17,WALGREEN CO.,WALGREENS #259,3358 N WESTERN AVE 1,CHICAGO,IL,60618,47,48,19,47-48,1474,Package Goods,774,Retail Sales of Packaged Liquor,2004393,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,38,41.94296486,-87.68832147,"(41.942964858796984, -87.68832147019587)"
2003064-20180516,"2,584,276",147,81,WALGREEN CO.,Walgreens # 02340,342 E ILLINOIS ST,CHICAGO,IL,60611,42,41,18,42-41,1474,Package Goods,774,Retail Sales of Packaged Liquor,2003064,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,,41.89114733,-87.61839727,"(41.891147325756386, -87.61839727431598)"
2003527-20180516,"2,584,538",7551,16,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS #1593,5230 N MILWAUKEE AVE,CHICAGO,IL,60630,45,8,16,45-8,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2003527,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,,41.97530572,-87.76759302,"(41.975305715984945, -87.76759302350574)"
2003477-20180516,"2,584,583",7551,51,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS #4233,5600 W FULLERTON AVE  1,CHICAGO,IL,60639,30,6,25,30-6,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2003477,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,,41.9240902,-87.76605353,"(41.92409019883488, -87.76605353016079)"
2114740-20180516,"2,584,352",147,122,WALGREEN CO.,WALGREENS #15196,151 N STATE ST 1ST,CHICAGO,IL,60601,42,9,1,42-9,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2114740,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,1,41.88452436,-87.62776455,"(41.88452436176266, -87.6277645489575)"
2017682-20180516,"2,584,637",7551,76,"BOND DRUG COMPANY OF ILLINOIS, LLC",Walgreens # 04862,4343 N CENTRAL AVE,CHICAGO,IL,60634,38,42,16,38-42,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2017682,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,,41.95997195,-87.76707886,"(41.95997194986208, -87.76707886037131)"
2279067-20180516,"2,584,618",7551,65,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS #5089,7111 S WESTERN AVE,CHICAGO,IL,60636,18,5,8,18-5,1474,Package Goods,774,Retail Sales of Packaged Liquor,2279067,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,14,41.76433012,-87.68308688,"(41.764330122272014, -87.68308687863185)"
2003453-20180516,"2,584,605",7551,61,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS #05234,5435 S KEDZIE AVE  FIRST,CHICAGO,IL,60632,14,26,9,14-26,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2003453,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,,41.79438342,-87.7034374,"(41.79438342285343, -87.70343740377959)"
2004381-20180516,"2,584,281",147,83,WALGREEN CO.,Walgreens # 07515,7155 W FOSTER PL 1,CHICAGO,IL,60656,41,3,16,41-3,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2004381,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,,41.97455847,-87.80661056,"(41.974558468992896, -87.8066105604764)"
2003452-20180516,"2,584,631",7551,73,"BOND DRUG COMPANY OF ILLINOIS, LLC",Walgreens # 05356,4710 S WESTERN AVE 1ST,CHICAGO,IL,60609,15,17,9,15-17,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2003452,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,,41.80804133,-87.68456051,"(41.8080413329652, -87.68456051194876)"
2060196-20180516,"2,584,657",7551,87,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS #7360,3220 W 111TH ST 1ST,CHICAGO,IL,60655,19,54,22,19-54,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2060196,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,55,41.69166492,-87.70175367,"(41.69166492445589, -87.70175366578924)"
2004376-20180516,"2,584,238",147,56,WALGREEN CO.,WALGREENS #118,5650 W BELMONT AVE 1ST,CHICAGO,IL,60634,30,16,16,30-16,1474,Package Goods,774,Retail Sales of Packaged Liquor,2004376,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,2,41.93865914,-87.76855864,"(41.93865913728022, -87.76855864205575)"
2003533-20180516,"2,584,552",7551,35,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS #2586,2301 W IRVING PARK RD 1ST,CHICAGO,IL,60618,47,2,19,47-2,1474,Package Goods,774,Retail Sales of Packaged Liquor,2003533,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,38,41.95393808,-87.68609929,"(41.95393808439461, -87.68609928887429)"
2003494-20180516,"2,584,628",7551,69,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS #04938,4748 W NORTH AVE 1ST,CHICAGO,IL,60639,37,2,25,37-2,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2003494,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,,41.90974167,-87.74563748,"(41.909741671332455, -87.74563748111134)"
2004373-20180516,"2,584,333",147,112,WALGREEN CO.,WALGREENS #12304,2744 N CALIFORNIA AVE 1,CHICAGO,IL,60647,32,8,14,32-8,1474,Package Goods,774,Retail Sales of Packaged Liquor,2004373,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,,41.93160795,-87.69775578,"(41.93160795104882, -87.6977557760348)"
2114728-20180516,"2,584,634",7551,74,"BOND DRUG COMPANY OF ILLINOIS, LLC",Walgreens #4519,1320 E 47TH ST 1ST,CHICAGO,IL,60653,4,10,2,10-Apr,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2114728,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,47,41.80978115,-87.59421281,"(41.8097811510177, -87.5942128120111)"
2360134-20180516,"2,584,623",7551,67,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS #05034,6315 S KEDZIE AVE 1ST,CHICAGO,IL,60629,17,25,8,17-25,1474,Package Goods,774,Retail Sales of Packaged Liquor,2360134,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,3,41.77842134,-87.70297606,"(41.778421336390466, -87.70297605813722)"
2293433-20180516,"2,587,617",385912,1,KINZIE STREET RESTAURANT LLC,RPM STEAK,66 W KINZIE ST 1ST & MEZZANINE,CHICAGO,IL,60654,42,55,18,42-55,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2293433,RENEW,,3/15/18,4/24/18,N,5/16/18,5/15/20,4/24/18,4/24/18,AAI,,,41.88932859,-87.63054785,"(41.889328593566596, -87.63054785095315)"
2003075-20180516,"2,584,561",7551,41,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS #3072,641 N CLARK ST 1ST,CHICAGO,IL,60654,42,22,18,42-22,1474,Package Goods,774,Retail Sales of Packaged Liquor,2003075,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,,41.89363229,-87.63103001,"(41.89363229380721, -87.63103000830463)"
2424026-20180416,"2,579,357",147,143,WALGREEN CO.,WALGREENS #16355,2 N STATE ST 1ST,CHICAGO,IL,60602,42,9,1,42-9,1474,Package Goods,774,Retail Sales of Packaged Liquor,2424026,RENEW,,2/15/18,3/28/18,N,4/16/18,5/15/20,3/28/18,4/24/18,AAI,,1,41.88208275,-87.62796365,"(41.882082751743674, -87.62796364640772)"
2004371-20180516,"2,584,283",147,85,WALGREEN CO.,Walgreens # 07687,3320 W FULLERTON AVE 1,CHICAGO,IL,60647,35,34,14,35-34,1474,Package Goods,774,Retail Sales of Packaged Liquor,2004371,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,,41.92477742,-87.71169354,"(41.9247774193223, -87.71169353548046)"
2003198-20180516,"2,584,523",7551,4,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS #04349,201 W MADISON ST,CHICAGO,IL,60606,42,49,1,42-49,1474,Package Goods,774,Retail Sales of Packaged Liquor,2003198,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,,41.88183547,-87.63389739,"(41.88183546590967, -87.63389738860116)"
2183592-20180516,"2,584,359",147,127,WALGREEN CO.,WALGREENS #15281,2817 N CLARK ST 1-2,CHICAGO,IL,60657,44,45,19,44-45,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2183592,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,8,41.93332234,-87.64513436,"(41.93332233478219, -87.645134355901)"
2003073-20180516,"2,584,595",7551,56,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS BOND DRUG COMPANY OF ILLINOIS #5387,79 W MONROE ST GROUND,CHICAGO,IL,60603,42,9,1,42-9,1474,Package Goods,774,Retail Sales of Packaged Liquor,2003073,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,,41.8805885,-87.63070954,"(41.880588504249914, -87.63070953866247)"
2003471-20180516,"2,584,576",7551,48,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS # 04147,1546 N CENTRAL AVE,CHICAGO,IL,60651,29,50,25,29-50,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2003471,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,,41.90897892,-87.76600936,"(41.9089789211918, -87.76600935498888)"
2328487-20180516,"2,584,372",147,138,WALGREEN CO.,WALGREEN #15667,122 S MICHIGAN AVE 1ST,CHICAGO,IL,60603,42,9,1,42-9,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2328487,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,,41.88026337,-87.62450498,"(41.88026337218459, -87.62450498038699)"
2004392-20180516,"2,584,208",147,28,WALGREEN CO.,WALGREENS #00194,4801 N LINCOLN AVE 1,CHICAGO,IL,60625,47,20,20,47-20,1474,Package Goods,774,Retail Sales of Packaged Liquor,2004392,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,21,41.96869203,-87.68845932,"(41.96869203322613, -87.68845932307211)"
2293435-20180516,"2,587,616",385912,1,KINZIE STREET RESTAURANT LLC,RPM STEAK,66 W KINZIE ST 1ST & MEZZANINE,CHICAGO,IL,60654,42,55,18,42-55,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2293435,RENEW,,3/15/18,4/24/18,N,5/16/18,5/15/20,4/24/18,4/24/18,AAI,,,41.88932859,-87.63054785,"(41.889328593566596, -87.63054785095315)"
2004388-20180516,"2,584,250",147,65,WALGREEN CO.,WALGREENS #6270,1001 W BELMONT AVE 1,CHICAGO,IL,60657,44,20,19,44-20,1474,Package Goods,774,Retail Sales of Packaged Liquor,2004388,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,17,41.93980098,-87.65416109,"(41.93980098406448, -87.65416108613296)"
2004372-20180516,"2,584,335",147,113,WALGREEN CO.,WALGREENS #10649,3424 W BELMONT AVE 1,CHICAGO,IL,60618,35,24,17,35-24,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2004372,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,,41.93937033,-87.71356602,"(41.93937033448838, -87.71356602170874)"
2004394-20180516,"2,584,211",147,37,WALGREEN CO.,WALGREENS #252,7510 N WESTERN AVE 1ST,CHICAGO,IL,60645,50,4,24,50-4,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2004394,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,,42.01801744,-87.69033737,"(42.018017439434125, -87.69033736821223)"
2003057-20180516,"2,584,309",147,98,WALGREEN CO.,WALGREENS # 09438,30 N MICHIGAN AVE,CHICAGO,IL,60602,42,9,1,42-9,1474,Package Goods,774,Retail Sales of Packaged Liquor,2003057,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,,41.88275463,-87.62453528,"(41.882754628874906, -87.62453527696043)"
2004316-20180516,"2,584,253",147,67,WALGREEN CO.,Walgreens # 06238,2011 E 95TH ST 1ST,CHICAGO,IL,60617,7,49,4,Jul-49,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2004316,RENEW,,3/15/18,4/20/18,N,5/16/18,5/15/20,4/20/18,4/24/18,AAI,,,41.72236398,-87.57489877,"(41.72236397608408, -87.57489876983635)"
